O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
17-3031.02,Mapping Technicians,RockWare ArcMap,43233506,Map creation ,N
17-3031.02,Mapping Technicians,TELEDYNE CARIS,43233506,Map creation ,N
17-3031.02,Mapping Technicians,Trimble GPS Pathfinder Office,43233506,Map creation ,N
17-3031.02,Mapping Technicians,Tripod Data Systems COGO,43233506,Map creation ,N
19-1011.00,Animal Scientists,Best Linear Unbiased Prediction BLUP,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,Cowculator,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,COWGAME,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,DAGRIS,43232306,Data base user interface and query ,N
19-1011.00,Animal Scientists,Deoxyribonucleic acid DNA sequence analysis software,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,Domestic Animal Diversity Information Service DAD-IS,43232306,Data base user interface and query ,N
19-1011.00,Animal Scientists,FEEDLOT CALC,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,Master Ration Calculator,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,Nutrition Balance Analyzer NUTBAL,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,Online Mendelian Inheritance in Animals OMIA,43232306,Data base user interface and query ,N
19-1011.00,Animal Scientists,Palm OS,43233004,Operating system ,N
19-1011.00,Animal Scientists,VSNi ASReml,43232605,Analytical or scientific ,N
19-1011.00,Animal Scientists,VSNi GenStat,43232605,Analytical or scientific ,N
19-1012.00,Food Scientists and Technologists,BioDiscovery ImaGene,43232605,Analytical or scientific ,N
19-1012.00,Food Scientists and Technologists,MDS Analytical Technologies GenePix Pro,43232605,Analytical or scientific ,N
19-1012.00,Food Scientists and Technologists,PathogenTracker,43232306,Data base user interface and query ,N
19-1012.00,Food Scientists and Technologists,Sensory Computer Systems SIMS,43232605,Analytical or scientific ,N
19-1012.00,Food Scientists and Technologists,U.S. Department of Agriculture USDA National Nutrient Database,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,3dMapper,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,Erosion Productivity Impact Calculator EPIC,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,European Soil Erosion Model EUROSEM,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,GEOEAS,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,GSLIB,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,Gstat,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,LandSerf,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS PEDON Description Program PDP,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,National Resources Conservation Service NRCS Soils Explorer,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,National Soil Information System NASIS,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,PC-Progress HYDRUS,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,PedonCE,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,S-GeMS,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,Soil information databases,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,SoilVision Systems SVOFFICE,43232306,Data base user interface and query ,N
19-1013.00,Soil and Plant Scientists,SPAW,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,UNSATFLOW,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,Variogram Estimation and Spatial Prediction plus Error Vesper,43232605,Analytical or scientific ,N
19-1013.00,Soil and Plant Scientists,Water Erosion Prediction Project WEPP,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Agilent Technologies GeneSpring GX,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Basic Local Alignment Search Tool BLAST,43232605,Analytical or scientific ,N
19-1020.01,Biologists,BioKin PlateKi,43232605,Analytical or scientific ,N
19-1020.01,Biologists,BLAT,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Blue Tractor Software DNADynamo,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Cubic,43232605,Analytical or scientific ,N
19-1020.01,Biologists,EMBOSS,43232605,Analytical or scientific ,N
19-1020.01,Biologists,EnzymeX,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Excavator,43232605,Analytical or scientific ,N
19-1020.01,Biologists,FASTA,43232605,Analytical or scientific ,N
19-1020.01,Biologists,FoldX,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Gene Codes Sequencher,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Ingenuity Systems Ingenuity Pathways Analysis,43232605,Analytical or scientific ,N
19-1020.01,Biologists,JaMBW,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Joint Prediction of Operons JPOP,43232605,Analytical or scientific ,N
19-1020.01,Biologists,MacVector,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Meyer Instruments Optimas,43232605,Analytical or scientific ,N
19-1020.01,Biologists,NAMD,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Partek Incorporated Partek Genomics Suite,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Phrap,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Phred,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Protein Explorer,43232605,Analytical or scientific ,N
19-1020.01,Biologists,RepeatMasker,43232605,Analytical or scientific ,N
19-1020.01,Biologists,SequentiX TreeMe,43232605,Analytical or scientific ,N
19-1020.01,Biologists,sim4,43232605,Analytical or scientific ,N
19-1020.01,Biologists,SoftZymics VisualEnzymics,43232605,Analytical or scientific ,N
19-1020.01,Biologists,SURFDriver Software WinSURF,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Textco BioSoftware Gene Inspector,43232605,Analytical or scientific ,N
19-1020.01,Biologists,The MathWorks SimBiology,43232605,Analytical or scientific ,N
19-1020.01,Biologists,VayTek VoxBlast,43232605,Analytical or scientific ,N
19-1020.01,Biologists,Visual Molecular Dynamics VMD,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Accelrys Cerius2,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Accelrys FELIX,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Accelrys Insight II,43232604,Computer aided design CAD ,Y
19-1021.00,Biochemists and Biophysicists,Accelrys QAUNTA,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Analysis and building software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Assisted model building with energy refinement AMBER,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,AutoQuant AutoDeblur,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Carrier-mediated transport software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Chang Bioscience ToolKit,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,ChemInnovation Software Chem 4-D,43232604,Computer aided design CAD ,Y
19-1021.00,Biochemists and Biophysicists,Chemistry at Harvard Molecular Mechanics CHARMm,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Crystallographic software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Crystallography & NMR System (CNS),43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Docking and ligand binding software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Elsevier MDL ISIS/Draw,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,ESRI What if?,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Expression DNA and protein sequence software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Fujitsu BioMedCache,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Fujitsu MOPAC,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,GE Healthcare ImageQuant TL,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Genetics computer group GSG software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,GEPASI,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Golden Helix ChemTree,43232307,Data mining ,N
19-1021.00,Biochemists and Biophysicists,Golden Helix HelixTree,43232307,Data mining ,N
19-1021.00,Biochemists and Biophysicists,Hodgkin-Huxley Model software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Intelligent Imaging Innovations SlideBook,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,ItemTracker,43231508,Inventory management ,N
19-1021.00,Biochemists and Biophysicists,JustBio SeqPainter,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Macroscopic diffusion software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaFluor,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Molecular Devices Corporation MetaMorph,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Molecular Networks GmbH Biochemical Pathways,43232309,Information retrieval or search ,N
19-1021.00,Biochemists and Biophysicists,Molecular Simulations WebLab ViewerPro,43232102,Graphics or photo imaging ,N
19-1021.00,Biochemists and Biophysicists,Multivariate statistical program MVSP software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,PREMIER Biosoft Array Designer,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Semichem AMPAC,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Sequence database software,43232306,Data base user interface and query ,N
19-1021.00,Biochemists and Biophysicists,Shrodinger Jaguar,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Tripos SYBYL,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Voltage-gated ion channels software,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Spartan,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Wavefunction Titan,43232605,Analytical or scientific ,N
19-1021.00,Biochemists and Biophysicists,Yet another scientific artificial reality application YASARA software,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Assistant Software for Antimicrobial Susceptibility Interpretation ASASI,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,BD Biosciences CellQuest,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,BD Biosciences CloneCyt,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Bruker Optics OPUS,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,BtB Software Mycobacteriology Lab,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Codon Usage Database,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,ComBase,43232309,Information retrieval or search ,N
19-1022.00,Microbiologists,Computer Service & Support CLS-2000 Laboratory System,43232610,Medical ,N
19-1022.00,Microbiologists,Computing Solutions LabSoft LIMS Micro,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,DM2 Bills of Lading,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,FindTarget,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,FramePlot,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Gene Finder,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Gene recognition software,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Genie Interactive,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Image capture and analysis software,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,NetLims AutoLims,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Orchard Software Orchard Harvest LIS,43232610,Medical ,N
19-1022.00,Microbiologists,Pathogen Modeling Program PMP,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,PHYLIP,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,PIBWin,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,PredictProtein,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Proscan,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Protein databases,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,ProtScale,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,STARLIMS,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,TreeView,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,Verity Software House ModFit LT,43232605,Analytical or scientific ,N
19-1022.00,Microbiologists,WHONET,43232306,Data base user interface and query ,N
19-1023.00,Zoologists and Wildlife Biologists,Computer modeling software,43232605,Analytical or scientific ,N
19-1023.00,Zoologists and Wildlife Biologists,HATPRO,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Accelrys Pipeline Pilot,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Bioconductor,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Biomatters Geneious,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,BioPerl,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Bowtie,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,BWA,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Celera Assembler,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,ClustalW,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Cufflinks,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,dbSNP,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,DNA sequencing software,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,ENSEMBL,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,GenBank,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Genedata Expressionist,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,GenePattern,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Genome Analysis Toolkit GATK,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Life Technologies SOLiD,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Life Technologies Vector NTI,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,NCBI RefSeq,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Primer3,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Public genomic databases,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,RNA sequencing software,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Roche 454 Life Sciences GS Data Analysis,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Tibco S-PLUS,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,TopHat,43232605,Analytical or scientific ,N
19-1029.01,Bioinformatics Scientists,Velvet,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,AcaClone pDRAW32,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Agilent CGH Analytics,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Blast Output Browser BOB,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,CRI-MAP,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Delila,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Deoxyribonucleic acid DNA libraries,43232306,Data base user interface and query ,N
19-1029.02,Molecular and Cellular Biologists,FASTLINK,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Gene Recognition and Assembly Internet Link GRAIL,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Genotyping software,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Geospiza GeneSifter,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Mendel,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,Michigan State University MSU ProFlex,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,NetPrimer,43232605,Analytical or scientific ,N
19-1029.02,Molecular and Cellular Biologists,RasMol,43232605,Analytical or scientific ,N
19-1029.03,Geneticists,Bioinformatics databases,43232306,Data base user interface and query ,N
19-1029.03,Geneticists,HapMap,43232306,Data base user interface and query ,N
19-1029.03,Geneticists,Plate reader software,43232610,Medical ,N
19-1029.03,Geneticists,RTI International SUDAAN,43232605,Analytical or scientific ,N
19-1029.03,Geneticists,S.A.G.E.,43232605,Analytical or scientific ,N
19-1029.03,Geneticists,SAS/Genetics,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Clover Technology GALENA,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,CroPMan,43232306,Data base user interface and query ,N
19-1031.01,Soil and Water Conservationists,CropSyst Suite,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Datasurge GEOPRO,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Delft GeoSystems MStab,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,GEO-SLOPE SEEP/W,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,GFA2D,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,HYDRUS-2D,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Interstudio Geo-Tec B,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Landscape Management System LMS,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Mitre Software GSLOPE,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Salix Applied Earthcare Erosion Draw,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Studio of Analytical Models STANMOD,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,U.S. Department of Agriculture USDA Forest Vegetation Simulator FVS,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,U.S. Department of Agriculture USDA WinSRM,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,Water resources databases,43232306,Data base user interface and query ,N
19-1031.01,Soil and Water Conservationists,Water Soil and Hydro-Environmental Decision Support System WATERSHEDSS,43232605,Analytical or scientific ,N
19-1031.01,Soil and Water Conservationists,WinEPIC,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Aquatic Plant Information Retrieval System APIRS,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Automated Geospatial Watershed Assessment AGWA,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,BehavePlus,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Clark Labs IDRISI Selva,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,CorridorDesigner,43233506,Map creation ,N
19-1031.02,Range Managers,"Database for Inventory, Monitoring and Assessment DIMA",43232605,Analytical or scientific ,N
19-1031.02,Range Managers,ESSA Technologies Path Landscape Model,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,ESSA TechnologiesTool for Exploratory Landscape Scenario Analyses TELSA,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,FARSITE,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,FEAT/Firemon integrated FFI,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Fire Spread Probability FSPro,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,FlamMap,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Fuel Characteristic Classification System FCCS,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,National Resources Conservation Service Ecological Site Information System ESIS,43232306,Data base user interface and query ,N
19-1031.02,Range Managers,National Resources Conservation Service Grazing Spatial Analysis Tool,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,National Resources Conservation Service Web Soil Survey WSS,43232306,Data base user interface and query ,N
19-1031.02,Range Managers,Parbat,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,RSAC Riparian Mapping Tool,43233506,Map creation ,N
19-1031.02,Range Managers,Satellite image databases,43232306,Data base user interface and query ,N
19-1031.02,Range Managers,The Nature Conservancy Weed Information Management System WIMS,43232306,Data base user interface and query ,N
19-1031.02,Range Managers,United Nations Food and Agriculture Organization Livestock and Environment Toolbox LEAD,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,University of Arizona RangeView,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,"USDA ARS Database for Inventory, Monitoring and Assessment DIMA",43232306,Data base user interface and query ,N
19-1031.02,Range Managers,USDA Comet,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,USDA NRCS Soil Data Viewer,43233506,Map creation ,N
19-1031.02,Range Managers,USDA NRCS VegSpec,43232306,Data base user interface and query ,N
19-1031.02,Range Managers,USDA SamplePoint,43232605,Analytical or scientific ,N
19-1031.02,Range Managers,Viper Tools,43232605,Analytical or scientific ,N
19-1031.03,Park Naturalists,GroupWise,43233501,Electronic mail ,N
19-1032.00,Foresters,Forest Metrix,43231508,Inventory management ,N
19-1032.00,Foresters,Forest vegetation simulators,43232605,Analytical or scientific ,N
19-1032.00,Foresters,Forest yield software,43232605,Analytical or scientific ,N
19-1032.00,Foresters,Fountains Forestry TwoDog,43231508,Inventory management ,N
19-1032.00,Foresters,SMART,43232306,Data base user interface and query ,N
19-1032.00,Foresters,Trimble CENGEA,43231602,Enterprise resource planning ERP ,Y
19-1041.00,Epidemiologists,Centers for Disease Control and Prevention CDC WONDER,43232306,Data base user interface and query ,N
19-1041.00,Epidemiologists,Centers for Disease Control and Prevention Epi Info,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Circle Systems Stat/Transfer,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Cytel Egret,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Disease Mapping and Analysis Program DMAP,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Epicenter Software Epilog,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,EpiData Analysis,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,GeoDa,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,HiroSoft EPICURE,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Meta-analysis with interactive explanations MIX,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,National Institute for Occupational Safety and Health NIOSH Life Table Analysis System,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Pan American Health Organization SIGEpi,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,SaTScan,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Signal detection software,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,Statistical processing software,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,TerraSeer ClusterSeer,43232605,Analytical or scientific ,N
19-1041.00,Epidemiologists,World Health Organization HealthMapper,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",BioArray Software Environment BASE,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Medical Scientists HybridAI,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Medical Scientists MediSave,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",PerkinElmer TurboMass,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Thermo ToxLab,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Triple G ULTRA Laboratory Information System,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Waters eLab Notebook,43232306,Data base user interface and query ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Waters Empower 2,43232306,Data base user interface and query ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Waters MassLynx,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Waters Millennium32,43232605,Analytical or scientific ,N
19-1042.00,"Medical Scientists, Except Epidemiologists",Waters Q-DIS/QM LIMS,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Abstraction plus reference plus synthesis A++,43232402,Development environment ,N
19-2011.00,Astronomers,Adaptive optics AO simulation software,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Analyz,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Astronomical Image Processing for Windows AIP4WIN,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Astronomical Image Processing System AIPS,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Astronomical information processing system AIPS++,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Avis Fits Viewer,43232102,Graphics or photo imaging ,N
19-2011.00,Astronomers,Data reduction software,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Diffraction Limited MaxIm DL,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,European Southern Observatory Munich Image Data Analysis System ESO-MIDAS,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,IRIS,43232102,Graphics or photo imaging ,N
19-2011.00,Astronomers,MSB Software Astroart,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Multipurpose Interactive Image Processing System MIIPS,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Software Bisque CCDSoft,43232605,Analytical or scientific ,N
19-2011.00,Astronomers,Spectroscopy databases,43232306,Data base user interface and query ,N
19-2011.00,Astronomers,Starcal,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Adobe Systems Adobe Audition,43232005,Music or sound editing ,N
19-2012.00,Physicists,CERN Physics Analysis Workstation PAW,43232605,Analytical or scientific ,N
19-2012.00,Physicists,CERN ROOT,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Criss Software XRF11,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Dose modeling software,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Experimental Physics and Industrial Control System EPICS,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Lenox Softworks VideoPoint,43232103,Video creation and editing ,N
19-2012.00,Physicists,Microsoft Visual J++,43232402,Development environment ,N
19-2012.00,Physicists,OpenStack,43232304,Data base management system ,N
19-2012.00,Physicists,OriginLab Origin,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Ploticus,43232102,Graphics or photo imaging ,N
19-2012.00,Physicists,Radiation dose calculation software,43232605,Analytical or scientific ,N
19-2012.00,Physicists,REDUCE,43232605,Analytical or scientific ,N
19-2012.00,Physicists,RibbonSoft QCad,43232604,Computer aided design CAD ,Y
19-2012.00,Physicists,RSI interactive data language IDL software,43232605,Analytical or scientific ,N
19-2012.00,Physicists,SciGraphica,43232605,Analytical or scientific ,N
19-2012.00,Physicists,SciLab,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Scribus,43232112,Desktop publishing ,N
19-2012.00,Physicists,Spectral Dynamics STAR,43232605,Analytical or scientific ,N
19-2012.00,Physicists,SQLite,43232304,Data base management system ,N
19-2012.00,Physicists,Synergy Software KaleidaGraph,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Vector Fields OPERA-3d,43232605,Analytical or scientific ,N
19-2012.00,Physicists,Xfig,43232102,Graphics or photo imaging ,N
19-2012.00,Physicists,XV,43232102,Graphics or photo imaging ,N
19-2021.00,Atmospheric and Space Scientists,AccuWeather Galileo,43232102,Graphics or photo imaging ,N
19-2021.00,Atmospheric and Space Scientists,Advanced Visual Systems AVS/Express,43232102,Graphics or photo imaging ,N
